5, 18, 29, 14, 10, 58, 47, 13, 11, 15 
11, 17, 35, 69, 47, 40, 22, 33, 43, 29 
15, 35, 40, 24, 110, 65, 34, 7, 59, 35 
49, 31, 15, 21, 135, 141, 117, 122, 6, 14 
39, 65, 20, 113, 109, 110, 111, 43, 64, 68 
31, 87, 17, 14, 171, 159, 33, 41, 67, 76 
15, 53, 38, 30, 52, 77, 58, 40, 38, 76 
36, 41, 70, 55, 83, 61, 73, 76, 6, 33 
9, 41, 56, 16, 26, 103, 35, 44, 34, 21 
6, 43, 42, 33, 83, 60, 86, 25, 29, 32 
